10	5	4.845293442513155E-5
15	5	4.998744065217315E-4
15	10	1.849000086242491E-10
20	5	4.8996912015635894E-5
20	10	9.150026579992561E-10
20	15	8.16248853199967E-14
25	5	4.280212701271909E-4
25	10	1.032680932439065E-9
25	15	9.955289285874478E-14
25	20	1.0241763742410247E-17
30	5	3.6978253435327084E-5
30	10	5.7953799569004415E-12
30	15	1.4524832383312905E-13
30	20	1.0084515298111232E-18
30	25	3.1886297583068665E-22
35	5	1.6070098907267563E-5
35	10	4.029349686016906E-11
35	15	4.329024741356802E-15
35	20	2.4505781329411425E-19
35	25	3.067157167792113E-24
35	30	1.418671174179773E-26
40	5	1.586545950407518E-4
40	10	2.0744054882107433E-12
40	15	5.905433380329557E-15
40	20	7.452944476453422E-18
40	25	3.0290772444800533E-22
40	30	8.367154544178085E-28
40	35	2.2758510205682907E-32
45	5	2.3235497467930045E-4
45	10	2.847384503657116E-14
45	15	1.1400044191870969E-17
45	20	1.176088441317669E-19
45	25	8.840990930437195E-23
45	30	3.94181086303537E-26
45	35	6.467961554619383E-30
45	40	2.8447683074204355E-36
50	5	2.3968461398701083E-4
50	10	5.102072794510142E-13
50	15	2.2879484907351444E-17
50	20	4.0194489073556525E-20
50	25	3.2911003861826677E-23
50	30	5.2948499188573915E-27
50	35	1.3369281563816352E-29
50	40	1.095984521553276E-35
50	45	3.792618215210765E-39
55	5	2.762840745823288E-5
55	10	3.01836112332806E-14
55	15	1.7402913873896216E-16
55	20	9.386282167532964E-21
55	25	4.573868285536399E-24
55	30	2.6789452999234725E-26
55	35	9.866979672527613E-33
55	40	1.217151117639122E-34
55	45	3.204734603310728E-39
60	5	6.022153970251163E-4
60	10	1.276614966097569E-13
60	15	2.584112097549987E-18
60	20	1.9728958793484213E-22
60	25	9.288358930234978E-26
60	30	1.9301690385685177E-28
60	35	1.0743975818399451E-31
60	40	2.124526469329365E-34
60	45	8.640977277369415E-39
60	50	6.229754248185865E-45
65	5	2.4016212585565842E-4
65	10	1.8618557910464834E-14
65	15	6.839417738240797E-19
65	20	1.403172831842348E-23
65	25	3.082156355409896E-26
65	30	1.838833E-28
65	35	5.9347854425310835E-30
65	40	2.8179590774693803E-36
65	45	2.4512048471644456E-39
65	50	5.419693936237585E-43
70	5	1.3065052718242155E-4
70	10	1.700996184828759E-13
70	15	8.108798428625548E-19
70	20	5.806780785717102E-23
70	25	9.04144501570877E-27
70	30	7.229667897574051E-30
70	35	2.2730677979476395E-32
70	40	3.7443619559462E-36
70	45	1.7903410195925564E-38
70	50	1.538335820688031E-44
70	55	1.1423117752276937E-49
75	5	3.233289409830457E-4
75	10	2.3355969854928985E-14
75	15	2.6518099511471184E-19
75	20	2.4140617529269997E-23
75	25	2.4020854613862615E-26
75	30	1.2376912461746406E-29
75	35	2.253025559517315E-33
75	40	4.518036607641922E-35
75	45	4.3617073045734035E-40
75	50	3.1789437890927396E-45
75	55	1.1610606088503032E-49
80	5	1.782981106853407E-4
80	10	3.6477869382928816E-13
80	15	1.197430914288913E-19
80	20	1.568997140069522E-23
80	25	4.540868922051465E-27
80	30	1.615606135292808E-29
80	35	2.0901867714156146E-33
80	40	5.4792262223717165E-36
80	45	4.907530938761208E-39
80	50	5.413168903143793E-43
80	55	4.004785126810325E-49
80	60	1.464822723542954E-50
85	5	2.359939039556763E-7
85	10	1.2062525675637204E-13
85	15	2.261693873593884E-20
85	20	5.836318045339332E-24
85	25	2.586487487776451E-28
85	30	5.800864610816509E-31
85	35	1.3599986251045728E-34
85	40	1.347099E-36
85	45	1.3343212052637612E-38
85	50	1.0507043441335385E-45
85	55	6.189516566734845E-48
85	60	6.83429632840172E-52
90	5	6.024946440487322E-4
90	10	1.2450836953837563E-13
90	15	6.171795752024018E-19
90	20	5.309590359852387E-24
90	25	3.5442991293198032E-28
90	30	1.4256981577195716E-31
90	35	3.1749619019461383E-35
90	40	2.2620120213838757E-36
90	45	4.0690804414633186E-41
90	50	3.5489468309937632E-43
90	55	2.0568766157387653E-48
90	60	6.932880223577557E-53
90	65	2.8168254578269334E-55
95	5	3.904729345444726E-7
95	10	5.004862770040174E-13
95	15	5.013172692479435E-19
95	20	6.399192272044646E-24
95	25	3.7960235032235246E-29
95	30	4.13993826549609E-34
95	35	4.4991260976918263E-35
95	40	1.8925356284658707E-40
95	45	9.3883843960122E-42
95	50	5.710787562738552E-45
95	55	1.453850830368863E-49
95	60	1.2418635779194537E-52
95	65	1.145646009331003E-55
100	5	1.4619691661807919E-6
100	10	2.7639793501537846E-12
100	15	5.780957156565504E-19
100	20	6.204199756093061E-24
100	25	3.9228850558271065E-28
100	30	4.444377908703978E-33
100	35	1.8803407733022706E-35
100	40	2.063838992721231E-40
100	45	8.708503984591849E-42
100	50	3.1078997535393872E-43
100	55	6.611040503933616E-47
100	60	8.253931484954873E-51
100	65	1.3785522887694224E-56
100	70	8.49212631768937E-59
110	5	3.1920485319098456E-6
110	10	5.070103278367055E-12
110	15	2.896148639879374E-19
110	20	7.91821515069647E-24
110	25	1.7257892517125404E-27
110	30	3.9263753322226405E-33
110	35	3.404950885342247E-36
110	40	1.8733380127059386E-41
110	45	2.5592338897176462E-42
110	50	1.457607134746239E-45
110	55	9.041783159097438E-49
110	60	7.761407552479761E-53
110	65	1.477773919857298E-54
110	70	1.6727973487767768E-58
110	75	2.40224511395286E-61
120	5	2.2937540771156394E-5
120	10	3.0441855734772374E-11
120	15	1.2951433445003961E-17
120	20	4.262185013514131E-23
120	25	4.629182898499082E-28
120	30	5.673038731980326E-31
120	35	2.0402828708430365E-37
120	40	1.6713745146329782E-40
120	45	2.937195892617676E-45
120	50	8.283797611253383E-47
120	55	1.3761046281326867E-50
120	60	4.0764298311097996E-53
120	65	7.432182299397025E-54
120	70	1.4197224361439627E-59
120	75	1.4051915539578945E-61
120	80	4.3801077580396134E-68
130	5	7.504754536976958E-5
130	10	1.566846594531787E-10
130	15	2.3829135025139794E-17
130	20	1.9459555667339946E-22
130	25	3.041964006194566E-27
130	30	8.331517944885671E-33
130	35	1.132114260920572E-36
130	40	1.27003203440306E-39
130	45	5.545313039930313E-45
130	50	6.791610822124108E-51
130	55	4.274326940361462E-51
130	60	1.6367927113872237E-55
130	65	2.182504E-57
130	70	2.9101568188423663E-59
130	75	6.011399524038296E-62
130	80	7.686787401431323E-64
130	85	3.070266238851795E-64
140	5	4.109992101598888E-5
140	10	5.480520004192617E-10
140	15	1.0664122669898994E-15
140	20	1.6061730797202161E-21
140	25	3.972550317738327E-28
140	30	1.9804819356711122E-32
140	35	2.295983001361551E-38
140	40	1.3954447512020206E-40
140	45	6.867931386429016E-45
140	50	3.650283399396446E-49
140	55	7.361655968273613E-52
140	60	1.215677326856109E-53
140	65	8.477722017264849E-55
140	70	4.583398029531687E-58
140	75	3.6523719764634343E-60
140	80	1.5967448515440067E-64
140	85	1.2573207159643014E-65
140	90	1.4787328162854797E-66
150	5	1.0082025197128172E-4
150	10	3.3658969216382015E-10
150	15	6.394259446494563E-16
150	20	1.4005819630617472E-21
150	25	4.383280030417826E-26
150	30	9.783332810703093E-31
150	35	1.563673121057923E-36
150	40	1.4650780255546237E-40
150	45	1.4929458937284915E-44
150	50	3.8515887189508065E-48
150	55	4.630539891881418E-53
150	60	5.206921022721498E-57
150	65	1.8162367053469503E-58
150	70	1.7226746944645847E-62
150	75	7.296078046178232E-65
150	80	3.9740185346159456E-66
150	85	4.248067E-67
150	90	3.241472E-68
150	95	2.473393903593089E-69
160	5	1.940053604991117E-4
160	10	3.935433851199391E-9
160	15	1.879739217930249E-15
160	20	5.2942762025586164E-21
160	25	1.5053979941031775E-25
160	30	3.633550521222409E-30
160	35	2.0710482235931194E-35
160	40	1.8698021909081772E-39
160	45	5.315366529493606E-42
160	50	1.1297972891556982E-46
160	55	3.609498891504149E-51
160	60	1.205606250967507E-52
160	65	5.074599E-56
160	70	2.1359841868412255E-59
160	75	2.4488137883703546E-61
160	80	4.4208760231820583E-63
160	85	5.26354E-65
160	90	6.266823763927264E-67
160	95	1.0081678852768081E-68
160	100	4.136608041019055E-70
170	5	0.001357540974408994
170	10	7.082484269103699E-7
170	15	7.905629788033432E-14
170	20	1.7748105339867022E-19
170	25	6.407134193497997E-25
170	30	3.488228091176147E-30
170	35	2.2569813020908486E-32
170	40	3.968727554790557E-37
170	45	8.56230615883193E-42
170	50	1.1234251073964634E-43
170	55	3.3712475025651096E-46
170	60	1.8534924718024992E-50
170	65	3.117331007713845E-52
170	70	3.708830472136658E-57
170	75	2.028678083529085E-59
170	80	1.153531E-61
170	85	6.559112284061375E-64
170	90	9.040912229431728E-68
170	95	2.172394E-69
170	100	5.219933979087445E-71
180	5	0.0015745710158785837
180	10	7.452002574747435E-6
180	15	5.176633841348626E-13
180	20	7.781269751978427E-18
180	25	1.967820040159603E-23
180	30	3.759064241084388E-29
180	35	3.732396611669822E-32
180	40	2.295861725427744E-35
180	45	1.3752157665160628E-38
180	50	3.000181242379732E-43
180	55	2.2897555761785436E-48
180	60	4.757465488411889E-52
180	65	6.818635840590783E-53
180	70	3.41171671680125E-57
180	75	1.6038716443293155E-58
180	80	8.291023791252319E-60
180	85	1.4132632454594828E-66
180	90	4.019538E-67
180	95	1.1432181356388388E-67
180	100	1.7948720659698276E-70
190	5	0.023833905950701898
190	10	4.734849786558563E-6
190	15	4.425769851301202E-12
190	20	4.0905305604182826E-17
190	25	1.251304311833106E-21
190	30	1.547894232742386E-26
190	35	1.3071757300731896E-31
190	40	1.0500627798904286E-34
190	45	2.5394648346196908E-39
190	50	1.0352174019404704E-43
190	55	3.4766715694497727E-45
190	60	3.526744252866283E-51
190	65	1.3081010435117136E-54
190	70	8.19899443474983E-56
190	75	8.790457928926745E-61
190	80	3.491901433084635E-61
190	85	4.0790718776805447E-66
190	90	1.276317E-66
190	95	3.993517809677329E-67
190	100	2.267546648401929E-74
200	5	0.002871950494142938
200	10	2.7701265530805875E-7
200	15	2.7751545972309884E-12
200	20	8.015608257893467E-16
200	25	7.483776742511751E-23
200	30	4.558405457185408E-27
200	35	1.2647937694086751E-32
200	40	7.703720566679657E-34
200	45	1.3179725913765134E-39
200	50	2.7465626102463312E-43
200	55	2.892669208291071E-47
200	60	5.9733129252474215E-52
200	65	7.565509933561763E-58
200	70	1.1335151444236212E-59
200	75	2.905532693143651E-60
200	80	1.1265100591860957E-61
200	85	1.4224532432972205E-64
200	90	1.8267759326438733E-67
